EventId,EventTemplate,TemplateFlag
E61,Kerberos authentication failed,False
E62,Kernel command line: ro root=LABEL=/ rhgb quiet,False
E63,kernel.core_uses_pid = 1,True
E64,"klogd 1.4.1, log source = /proc/kmsg started.",True
E65,klogd startup succeeded,False
E66,Linux agpgart interface v0.100 (c) Dave Jones,True
E67,Linux Plug and Play Support v0.97 (c) Adam Belay,True
E68,Linux version 2.6.5-1.358 (bhcompile@bugs.build.redhat.com) (gcc version 3.3.3 20040412 (Red Hat Linux 3.3.3-7)) #1 Sat May 8 09:04:50 EDT 2004,True
E69,mapped 4G/4G trampoline to ffff3000.,True
E70,"Memory: 125312k/129720k available (1540k kernel code, 3860k reserved, 599k data, 144k init, 0k highmem)",True
E71,"Mount-cache hash table entries: 512 (order: 0, 4096 bytes)",True
E72,mtrr: v2.0 (20020519),True
E73,NET: Registered protocol family 16,True
E74,"Normal zone: 28334 pages, LIFO batch:6",True
E75,notify question section contains no SOA,False
E76,On node 0 totalpages: 32430,True
E77,PCI: Invalid ACPI-PCI IRQ routing table,False
E78,"PCI: PCI BIOS revision 2.10 entry at 0xfc0ce, last bus=1",True
E79,PCI: Probing PCI hardware,False
E80,PCI: Probing PCI hardware (bus 00),True
E81,PCI: Using configuration type 1,True
E82,PCI: Using IRQ router PIIX/ICH [8086/2410] at 0000:00:1f.0,True
E83,pci_hotplug: PCI Hot Plug PCI Core version: 0.5,True
E84,PID hash table entries: 512 (order 9: 4096 bytes),True
E85,portmap startup succeeded,False
E86,POSIX conformance testing by UNIFIX,False
E87,Real Time Clock Driver v1.12,True
E88,Received SNMP packet(s) from 67.170.148.126,True
E89,removing device node <*>,False
E90,restart.,False
E91,ROOT LOGIN ON tty2,False
E92,rpc.idmapd startup succeeded,False
E93,rpc.statd startup succeeded,False
E94,sdpd startup succeeded,False
E95,sdpd v1.5 started,True
E96,Security Scaffold v1.0.0 initialized,True
E97,SELinux:  Initializing.,False
E98,SELinux:  Registering netfilter hooks,False
E99,SELinux:  Starting in permissive mode,False
E100,selinux_register_security:  Registering secondary module capability,False
E101,session closed for user <*>,False
E102,session opened for user <*> by <*>,False
E103,session opened for user root by LOGIN(uid=0),True
E104,Setting network parameters:  succeeded,False
E105,Starting pcmcia:  succeeded,False
E106,syslogd startup succeeded,False
E107,"There is already a security framework initialized, register_security failed.",False
E108,"Total HugeTLB memory allocated, 0",True
E109,Transparent bridge - 0000:00:1e.0,True
E110,usbcore: registered new driver hub,False
E111,usbcore: registered new driver usbfs,False
E112,User unknown timed out after 900 seconds at Sat Jun 18 02:23:10 2005,True
E113,Using tsc for high-res timesource,False
E114,Version 1.0.6 Starting,True
E115,VFS: Disk quotas dquot_6.5.1,True
E116,warning: can't get client address: Connection reset by peer,False
E117,You can enable it with acpi=force,False
E118,zapping low mappings.,False
