EventId,EventTemplate,TemplateFlag
E72,icache prefetch threshold................0,True
E73,Ido chip status changed: <*> <*> <*> <*> status=M <*> PDT 2005,True
E74,"idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)",True
E75,instruction address space.........0,True
E76,instruction address: <*>,False
E77,instruction cache parity error corrected,False
E78,Kernel detected <*> integer alignment exceptions <*> iar <*> dear <*> <*> iar <*> dear <*> <*> iar <*> dear <*> <*> iar <*> dear <*> <*> iar <*> dear <*> <*> iar <*> dear <*> <*> iar <*> dear <*> <*> iar <*> dear <*>,False
E79,lr:00004ed0 cr:28244842 xer:20000002 ctr:00086000,True
E80,Lustre mount FAILED : <*> : block_id : location,False
E81,Lustre mount FAILED : <*> : point /p/gb1,True
E82,MACHINE CHECK DCR read timeout (mc=e08x iar 0x00000000 lr 0xc00045a4),True
E83,machine check enable..............0,True
E84,machine check: i-fetch......................0,True
E85,machine state register: 0x00002000,True
E86,Machine State Register: 0x0002f900,True
E87,minus normalized number..................0,True
E88,New ido chip inserted into the database: <*> <*> <*> <*>,False
E89,"NFS Mount failed on <*>, slept 15 seconds, retrying (1)",True
E90,Node card is not fully functional,False
E91,"Node card status: ALERT 0, ALERT 1, ALERT 2, ALERT 3 is (are) active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is not asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD is asserted. PGOOD error latch is clear. MPGOOD is OK. MPGOOD error latch is clear. The 2.5 volt rail is OK. The 1.5 volt rail is OK.",True
E92,Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The 2.5 volt rail is OK. The 1.5 volt rail is OK.,True
E93,Node card VPD check: <*> node in processor card slot <*> do not match. VPD ecid <*> found <*>,False
E94,NodeCard is not fully functional,False
E95,"PrepareForService shutting down Node card(mLctn(R10-M1-N2), mCardSernum(203231503833343000000000594c31304b34323934303257), mLp(FF:F2:9F:16:E0:DA:00:0D:60:E9:1F:25), mIp(10.1.1.164), mType(4)) as part of Service Action 648",True
E96,"PrepareForService shutting down NodeCard(mLctn(R25-M1-N2), mCardSernum(203231503833343000000000594c31304b34333431303158), mLp(FF:F2:9F:16:CF:0F:00:0D:60:E9:30:F0), mIp(10.2.2.80), mType(4)) as part of Service Action 310",True
E97,"problem state (0=sup,1=usr).......0",True
E98,program interrupt,False
E99,program interrupt: fp cr field .............0,True
E100,program interrupt: fp cr update.............0,True
E101,program interrupt: illegal <*>,False
E102,program interrupt: imprecise exception......0,True
E103,program interrupt: privileged instruction...0,True
E104,program interrupt: trap instruction.........0,True
E105,program interrupt: unimplemented operation..0,True
E106,r24=0x0ffea4c8 r25=0x00000003 r26=0x0000000f r27=0xffffd000,True
E107,rts internal error,False
E108,rts panic! - stopping execution,False
E109,rts tree/torus link training failed: wanted: B C X+ X- Y+ Y- Z+ Z- got: B C X- Y- Z+ Z-,True
E110,rts: bad message header: expecting type 57 instead of type 3 (softheader=00131db8 81aa0003 00000002 00000000) PSR0=00001f01 PSR1=00000000 PRXF=00000002 PIXF=00000007,True
E111,rts: kernel terminated for reason <*>,False
E112,"rts: kernel terminated for reason 1001rts: bad message header: invalid cpu, type=42315, cpu=105, index=1207960804, total=2691015",True
E113,shutdown complete,False
E114,size of scratchpad portion of L3.........0 (0M),True
E115,special purpose registers:,False
E116,store operation.............................1,True
E117,suppressing further interrupts of same type,False
E118,total of <*> ddr error(s) detected and corrected,False
E119,total of <*> ddr error(s) detected and corrected over <*> seconds,False
E120,wait state enable.................0,True
